PROFIT SALES
18.5142241830312 30.1239307783544
20.8347882041995 36.9450530875474
16.0941016935309 20.2079325634986
20.6483178524417 34.4755400205031
17.0361445861643 22.9124209890142
19.9223593971204 32.2966777672991
18.967351047518 27.950928309001
16.9722369683062 21.0995411546901
17.1241729437947 22.249124282971
17.2100603976829 22.3260526312515
17.2717944333716 21.2662653671578
18.8665954365241 25.6247574230656
20.2453939773026 30.617647273466
21.7557983597482 35.9941673558205
17.8783285644713 22.8265531966463
19.5409393343521 27.6964447973296
20.6010913222353 31.6844269633293
19.9456584906853 29.9389607366174
23.0278119096839 39.3655981263146
18.887671733218 24.4493136601523
21.898526588756 34.6846629865468
20.0888630302236 28.5071528097615
20.9916630025293 30.8273209678009
19.7960862233956 26.0918692359701
18.934587269684 23.4866785770282
23.1995272454211 38.0853554373607
19.2480965194885 23.6616768781096
19.8046649853542 24.6455800300464
22.8411715750243 35.1584200747311
19.5839177493089 23.8228274090216
20.4085681395373 25.454996638
23.7479402262195 35.7758153323084
20.5822391069258 25.6484927050769
21.1350615299894 27.635431131348
21.7835597932998 28.3284704806283
24.5396375692711 36.175330397673
24.4008947171152 36.18787471205
21.4854071260414 26.6956906020641
24.8076653361029 37.4298333516344
25.0922591501324 37.1388485375792
21.8253987929044 26.9088100502267
23.6319275581858 32.8129270114005
24.7028462916926 34.8494482738897
21.5039702009449 23.6933179246262
26.3253203780349 39.7906376980245
24.3868324584452 33.5859288228676
23.5245467638409 30.6689075380564
25.545846049991 37.0805511577055
23.5780040297617 30.5087138153613
21.9672927469066 24.6906071295962
22.296136897595 24.9018586566672
24.0850591331742 29.9624194158241
24.7057952024822 32.584545747377
26.1685222030363 37.171668424271
25.6062823556646 34.2707689572126
21.8581580683275 20.5107984365895
24.6522033739453 29.461293485947
23.4447333152049 25.4890826903284
23.8208598868319 25.5288699176162
26.0217215832483 31.4564452366903
22.9849317319517 22.2401474462822
24.4386397891645 27.1030455315486
26.7538312472104 33.6702948622406
27.2091024413921 33.996653277427
27.735976929917 36.2315763533115
25.6654879901562 29.391960259527
24.9974310377673 25.9398271515965
27.379237872229 32.8975894022733
26.5223193182814 30.5439591733739
23.9819649123748 22.3819267796353
26.9484442136631 31.4431043062359
25.9149363900327 27.6395251508802
26.5047298834524 30.361836431548
25.1488206831086 25.4112024791539
28.9844890742094 36.9369475264102
24.4321575678084 21.3709201756865
24.9989197982267 23.6879322817549
27.7235822016738 32.7984939143062
28.380531016742 34.1241001384333
24.8767986118986 21.637476393953
27.2311343021781 30.1632659323514
26.4374594477065 27.4675113102421
30.304261302657 39.3843923229724
29.8081654019782 37.3425004584715
26.7200776899555 27.3190287593752
27.1127618939499 28.3771341945976
28.0870694497975 30.7330755516887
29.0685777752497 32.9232981707901
27.7995394459953 28.8650135230273
30.2939490639327 37.5289339991286
29.4134890759184 33.7465714942664
31.4308990777841 39.726668833755
28.8720344479537 31.0837112506852
30.3175267488434 35.7828222820535
30.0608084574902 34.4422234175727
26.8912165612257 23.2447153469548
31.4959327002049 38.417739905417
31.5315424482875 38.4395486069843
29.3840195316085 30.1605943916366
30.9322962997719 34.7777316952124
